assembly_accession,organism_name,taxid,assembly_level,domain,phylum,class,order,family,genus,species,in_train,fna_path,gtf_path,genome_length,sequence_headers,num_sequences,category
GCF_003595605.1,[Bacillus]_caldolyticus,1394,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,[Bacillus] caldolyticus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003595605.1/GCF_003595605.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003595605.1/GCF_003595605.1_annotation.gtf.gz,3485582.0,NZ_CP025074.1;NZ_CP025075.1,2.0,bacteria
GCF_033876835.1,Facklamia_hominis,178214,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Facklamia hominis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_033876835.1/GCF_033876835.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_033876835.1/GCF_033876835.1_annotation.gtf.gz,2077311.0,NZ_CP138857.1,1.0,bacteria
GCF_003008615.1,Ectopseudomonas_mendocina,300,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas,Ectopseudomonas mendocina,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003008615.1/GCF_003008615.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003008615.1/GCF_003008615.1_annotation.gtf.gz,5773548.0,NZ_CP027657.1,1.0,bacteria
GCF_004328555.1,Haematobacter_massiliensis,195105,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Haematobacter,Haematobacter massiliensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004328555.1/GCF_004328555.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004328555.1/GCF_004328555.1_annotation.gtf.gz,4232912.0,NZ_CP035510.1;NZ_CP035511.1;NZ_CP035512.1;NZ_CP035513.1;NZ_CP035514.1;NZ_CP035515.1;NZ_CP035506.1;NZ_CP035507.1;NZ_CP035508.1;NZ_CP035509.1,10.0,bacteria
GCF_008807835.1,Paraclostridium_bifermentans,1490,Chromosome,bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium,Paraclostridium bifermentans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_008807835.1/GCF_008807835.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_008807835.1/GCF_008807835.1_annotation.gtf.gz,3770185.0,NZ_CP032452.1;NZ_CP032455.1;NZ_CP032454.1;NZ_CP032453.1,4.0,bacteria
GCF_003585765.1,Pontibacter_actiniarum,323450,Complete Genome,bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter actiniarum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003585765.1/GCF_003585765.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003585765.1/GCF_003585765.1_annotation.gtf.gz,4974797.0,NZ_CP021235.1;NZ_CP021236.1,2.0,bacteria
GCF_000022265.1,Geotalea_daltonii_FRC-32,316067,Complete Genome,bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geotalea,Geotalea daltonii FRC-32,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000022265.1/GCF_000022265.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000022265.1/GCF_000022265.1_annotation.gtf.gz,4304501.0,NC_011979.1,1.0,bacteria
GCF_000019845.1,Beijerinckia_indica_subsp._indica_ATCC_9039,395963,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia indica subsp. indica ATCC 9039,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000019845.1/GCF_000019845.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000019845.1/GCF_000019845.1_annotation.gtf.gz,4418616.0,NC_010581.1;NC_010580.1;NC_010578.1,3.0,bacteria
GCF_002162175.1,Histophilus_somni,731,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Histophilus,Histophilus somni,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002162175.1/GCF_002162175.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002162175.1/GCF_002162175.1_annotation.gtf.gz,2110642.0,NZ_CP018802.1,1.0,bacteria
GCF_000011245.1,Oceanobacillus_iheyensis_HTE831,221109,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus iheyensis HTE831,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000011245.1/GCF_000011245.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000011245.1/GCF_000011245.1_annotation.gtf.gz,3630528.0,NC_004193.1,1.0,bacteria
GCF_006716625.1,Ureaplasma_urealyticum,2130,Complete Genome,bacteria,Mycoplasmatota,,Mycoplasmoidales,Mycoplasmoidaceae,Ureaplasma,Ureaplasma urealyticum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_006716625.1/GCF_006716625.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_006716625.1/GCF_006716625.1_annotation.gtf.gz,825366.0,NZ_CP041200.1,1.0,bacteria
GCF_005845345.1,Rhodoluna_limnophila,232537,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoluna,Rhodoluna limnophila,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_005845345.1/GCF_005845345.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_005845345.1/GCF_005845345.1_annotation.gtf.gz,1424253.0,NZ_CP040508.1,1.0,bacteria
GCF_000697965.2,Ensifer_adhaerens,106592,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000697965.2/GCF_000697965.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000697965.2/GCF_000697965.2_annotation.gtf.gz,7267502.0,NZ_CP015880.1;NZ_CP015881.1;NZ_CP015882.1,3.0,bacteria
GCF_900103775.1,Allokutzneria_albata,211114,Chromosome,bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria,Allokutzneria albata,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900103775.1/GCF_900103775.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900103775.1/GCF_900103775.1_annotation.gtf.gz,8565619.0,NZ_LT629701.1,1.0,bacteria
GCF_001747425.1,Actinoalloteichus_hymeniacidonis,340345,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus hymeniacidonis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001747425.1/GCF_001747425.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001747425.1/GCF_001747425.1_annotation.gtf.gz,6306386.0,NZ_CP014859.1,1.0,bacteria
GCF_000807675.2,Eubacterium_limosum,1736,Complete Genome,bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium limosum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000807675.2/GCF_000807675.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000807675.2/GCF_000807675.2_annotation.gtf.gz,4422837.0,NZ_CP019962.1,1.0,bacteria
GCF_026013845.1,Selenomonas_sputigena,69823,Complete Genome,bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sputigena,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_026013845.1/GCF_026013845.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_026013845.1/GCF_026013845.1_annotation.gtf.gz,2740586.0,NZ_CP110231.1,1.0,bacteria
GCF_028885395.1,Roseovarius_tolerans,74031,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius tolerans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_028885395.1/GCF_028885395.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_028885395.1/GCF_028885395.1_annotation.gtf.gz,3855105.0,NZ_CP118494.1,1.0,bacteria
GCF_009664085.1,Thermochromatium_tepidum_ATCC_43061,316276,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium,Thermochromatium tepidum ATCC 43061,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009664085.1/GCF_009664085.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009664085.1/GCF_009664085.1_annotation.gtf.gz,2958290.0,NZ_CP039268.1,1.0,bacteria
GCF_019581175.1,Frankia_sp._ArI3,1858,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,Frankia sp. ArI3,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019581175.1/GCF_019581175.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019581175.1/GCF_019581175.1_annotation.gtf.gz,7541222.0,NZ_CP079862.1,1.0,bacteria
GCF_000219105.1,Corallococcus_macrosporus,35,Complete Genome,bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus macrosporus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000219105.1/GCF_000219105.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000219105.1/GCF_000219105.1_annotation.gtf.gz,9003593.0,NC_015711.1,1.0,bacteria
GCF_014353015.1,Chitinimonas_koreensis,356302,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Chitinimonas,Chitinimonas koreensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_014353015.1/GCF_014353015.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_014353015.1/GCF_014353015.1_annotation.gtf.gz,5648696.0,NZ_CP060704.1,1.0,bacteria
GCF_001839655.2,Phytopseudomonas_argentinensis,289370,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Phytopseudomonas,Phytopseudomonas argentinensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001839655.2/GCF_001839655.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001839655.2/GCF_001839655.2_annotation.gtf.gz,5076637.0,NZ_CP056087.1,1.0,bacteria
GCF_000238215.1,Tannerella_forsythia_92A2,203275,Complete Genome,bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia 92A2,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000238215.1/GCF_000238215.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000238215.1/GCF_000238215.1_annotation.gtf.gz,3405521.0,NC_016610.1,1.0,bacteria
GCF_002263255.2,Gallibacterium_anatis,750,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium anatis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002263255.2/GCF_002263255.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002263255.2/GCF_002263255.2_annotation.gtf.gz,2538577.0,NZ_CP114281.1,1.0,bacteria
GCF_009295885.1,Furfurilactobacillus_rossiae,231049,Chromosome,bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus rossiae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009295885.1/GCF_009295885.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009295885.1/GCF_009295885.1_annotation.gtf.gz,3066395.0,NZ_CP045181.1;NZ_CP045183.1;NZ_CP045182.1,3.0,bacteria
GCF_001483865.1,Roseateles_depolymerans,76731,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Roseateles depolymerans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001483865.1/GCF_001483865.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001483865.1/GCF_001483865.1_annotation.gtf.gz,5681722.0,NZ_CP013729.1,1.0,bacteria
GCF_041897805.1,Actinokineospora_auranticolor,155976,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora auranticolor,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_041897805.1/GCF_041897805.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_041897805.1/GCF_041897805.1_annotation.gtf.gz,8488118.0,NZ_CP154825.1,1.0,bacteria
GCF_019285535.1,Methylococcus_capsulatus,414,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus capsulatus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019285535.1/GCF_019285535.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019285535.1/GCF_019285535.1_annotation.gtf.gz,3187959.0,NZ_CP079096.1,1.0,bacteria
GCF_029030725.1,[Pseudomonas]_carboxydohydrogena,290,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Afipia,[Pseudomonas] carboxydohydrogena,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_029030725.1/GCF_029030725.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_029030725.1/GCF_029030725.1_annotation.gtf.gz,3271440.0,NZ_CP113162.1,1.0,bacteria
GCF_034258515.1,Pseudarthrobacter_oxydans,1671,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter oxydans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_034258515.1/GCF_034258515.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_034258515.1/GCF_034258515.1_annotation.gtf.gz,4440103.0,NZ_CP139438.1,1.0,bacteria
GCF_019134555.1,Rhodospirillum_rubrum,1085,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019134555.1/GCF_019134555.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019134555.1/GCF_019134555.1_annotation.gtf.gz,4406405.0,NZ_CP077803.1;NZ_CP077804.1,2.0,bacteria
GCF_004063735.1,Paracoccus_denitrificans,266,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus denitrificans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004063735.1/GCF_004063735.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004063735.1/GCF_004063735.1_annotation.gtf.gz,5242327.0,NZ_CP035090.1;NZ_CP035091.1;NZ_CP035092.1,3.0,bacteria
GCF_000009985.1,Paramagnetospirillum_magneticum_AMB-1,342108,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Paramagnetospirillum,Paramagnetospirillum magneticum AMB-1,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000009985.1/GCF_000009985.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000009985.1/GCF_000009985.1_annotation.gtf.gz,4967148.0,NC_007626.1,1.0,bacteria
GCF_000785495.1,Pimelobacter_simplex,2045,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Pimelobacter,Pimelobacter simplex,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000785495.1/GCF_000785495.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000785495.1/GCF_000785495.1_annotation.gtf.gz,5637360.0,NZ_CP009896.1,1.0,bacteria
GCF_001314945.1,Apilactobacillus_kunkeei,148814,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus kunkeei,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001314945.1/GCF_001314945.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001314945.1/GCF_001314945.1_annotation.gtf.gz,1614522.0,NZ_CP012920.1,1.0,bacteria
GCF_013487745.1,Sulfitobacter_pontiacus,60137,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter pontiacus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013487745.1/GCF_013487745.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013487745.1/GCF_013487745.1_annotation.gtf.gz,3551353.0,NZ_CP049344.1;NZ_CP049345.1;NZ_CP049346.1;NZ_CP049347.1,4.0,bacteria
GCF_003945365.1,Phascolarctobacterium_faecium,33025,Complete Genome,bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003945365.1/GCF_003945365.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003945365.1/GCF_003945365.1_annotation.gtf.gz,2454371.0,NZ_AP019004.1,1.0,bacteria
GCF_030126965.1,Desemzia_incerta,82801,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,Desemzia incerta,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_030126965.1/GCF_030126965.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_030126965.1/GCF_030126965.1_annotation.gtf.gz,2419701.0,NZ_CP126128.1;NZ_CP126129.1;NZ_CP126130.1;NZ_CP126131.1;NZ_CP126132.1;NZ_CP126133.1,6.0,bacteria
GCF_001414055.1,Caulobacter_henricii,69395,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter henricii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001414055.1/GCF_001414055.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001414055.1/GCF_001414055.1_annotation.gtf.gz,3957288.0,NZ_CP013002.1;NZ_CP013003.1,2.0,bacteria
GCF_025148965.1,Intestinibacter_bartlettii,261299,Complete Genome,bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Intestinibacter,Intestinibacter bartlettii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025148965.1/GCF_025148965.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025148965.1/GCF_025148965.1_annotation.gtf.gz,3006269.0,NZ_CP102273.1,1.0,bacteria
GCF_025137635.1,Aliiroseovarius_crassostreae,154981,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Aliiroseovarius,Aliiroseovarius crassostreae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025137635.1/GCF_025137635.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025137635.1/GCF_025137635.1_annotation.gtf.gz,3367659.0,NZ_CP080772.1;NZ_CP080773.1,2.0,bacteria
GCF_025677855.1,Tolypothrix_sp._PCC_7601,1188,Complete Genome,bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix sp. PCC 7601,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025677855.1/GCF_025677855.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025677855.1/GCF_025677855.1_annotation.gtf.gz,10128441.0,NZ_CP064879.1;NZ_CP064880.1;NZ_CP064881.1;NZ_CP064882.1;NZ_CP064883.1;NZ_CP064884.1;NZ_CP064885.1;NZ_CP064886.1;NZ_CP064887.1;NZ_CP064888.1;NZ_CP064889.1;NZ_CP064890.1;NZ_CP064891.1;NZ_CP064892.1;NZ_CP064893.1,15.0,bacteria
GCF_002208985.1,Citrobacter_koseri,545,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002208985.1/GCF_002208985.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002208985.1/GCF_002208985.1_annotation.gtf.gz,4934662.0,NZ_CP022073.1;NZ_CP022075.1,2.0,bacteria
GCF_000021565.1,Persephonella_marina_EX-H1,123214,Complete Genome,bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella,Persephonella marina EX-H1,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000021565.1/GCF_000021565.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000021565.1/GCF_000021565.1_annotation.gtf.gz,1983966.0,NC_012440.1;NC_012439.1,2.0,bacteria
GCF_000018105.1,Acaryochloris_marina_MBIC11017,329726,Complete Genome,bacteria,Cyanobacteriota,Cyanophyceae,Acaryochloridales,Acaryochloridaceae,Acaryochloris,Acaryochloris marina MBIC11017,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000018105.1/GCF_000018105.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000018105.1/GCF_000018105.1_annotation.gtf.gz,8361599.0,NC_009925.1;NC_009926.1;NC_009927.1;NC_009928.1;NC_009929.1;NC_009930.1;NC_009931.1;NC_009932.1;NC_009933.1;NC_009934.1,10.0,bacteria
GCF_047222355.1,Ectothiorhodospira_shaposhnikovii,1054,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira shaposhnikovii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_047222355.1/GCF_047222355.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_047222355.1/GCF_047222355.1_annotation.gtf.gz,3440079.0,NZ_CP178333.1;NZ_CP178334.1;NZ_CP178335.1,3.0,bacteria
GCF_038368255.1,Azonexus_hydrophilus,418702,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Azonexus,Azonexus hydrophilus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_038368255.1/GCF_038368255.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_038368255.1/GCF_038368255.1_annotation.gtf.gz,3772213.0,NZ_CP151406.1;NZ_CP151407.1;NZ_CP151408.1,3.0,bacteria
GCF_011066545.1,Candidatus_Kuenenia_stuttgartensis,174633,Complete Genome,bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Candidatus Kuenenia stuttgartensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_011066545.1/GCF_011066545.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_011066545.1/GCF_011066545.1_annotation.gtf.gz,4334932.0,NZ_CP049055.1,1.0,bacteria
GCF_001709315.1,Pantoea_agglomerans,549,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001709315.1/GCF_001709315.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001709315.1/GCF_001709315.1_annotation.gtf.gz,5115241.0,NZ_CP016889.1;NZ_CP016890.1;NZ_CP016891.1;NZ_CP016892.1,4.0,bacteria
